"trialNo","trialCode","stimFile","trialDuration","timeElapsed","trialOnset","corrAns","clockSource","trialType","questionTxt"
1,0,,0.629318692372181,0.629318692372181,0,,,,
2,1,"2_aRevClock_a6.tiff",2,2.62931869237218,0.629318692372181,,,,
3,0,,0.698789114831015,3.3281078072032,2.62931869237218,,,,
4,1,"4_aClock_a6.tiff",2,5.3281078072032,3.3281078072032,,,,
5,0,,0.753912595217116,6.08202040242031,5.3281078072032,,,,
6,1,"3_aRevClock_a1.tiff",2,8.08202040242031,6.08202040242031,,,,
7,0,,0.557414435315877,8.63943483773619,8.08202040242031,,,,
8,3,"EmptyImageryBox.tiff",3,11.6394348377362,8.63943483773619,,,,
9,4,"3_aClock_a1.tiff",3,14.6394348377362,11.6394348377362,1,"3_aRevClock_a1.tiff","TP","Is this the same ANGLE?"
10,0,,0.679342453135177,15.3187772908714,14.6394348377362,,,,
11,1,"6_aRevClock_a3.tiff",2,17.3187772908714,15.3187772908714,,,,
12,0,,0.874753671465442,18.1935309623368,17.3187772908714,,,,
13,1,"8_aRevClock_a2.tiff",2,20.1935309623368,18.1935309623368,,,,
14,0,,0.830514319706708,21.0240452820435,20.1935309623368,,,,
15,3,"EmptyImageryBox.tiff",3,24.0240452820435,21.0240452820435,,,,
16,5,"8_aRevClock_a2.tiff",3,27.0240452820435,24.0240452820435,1,"8_aRevClock_a2.tiff","TP","Is this the same IMAGE?"
17,0,,0.760452984948643,27.7844982669922,27.0240452820435,,,,
18,1,"9_aClock_a4.tiff",2,29.7844982669922,27.7844982669922,,,,
19,0,,0.983126109349541,30.7676243763417,29.7844982669922,,,,
20,1,"3_aClock_a2.tiff",2,32.7676243763417,30.7676243763417,,,,
21,0,,0.654882518807426,33.4225068951491,32.7676243763417,,,,
22,3,"EmptyImageryBox.tiff",3,36.4225068951491,33.4225068951491,,,,
23,4,"3_aRevClock_a2.tiff",3,39.4225068951491,36.4225068951491,1,"3_aClock_a2.tiff","TP","Is this the same ANGLE?"
24,0,,0.598778921528719,40.0212858166778,39.4225068951491,,,,
25,1,"2_aRevClock_a1.tiff",2,42.0212858166778,40.0212858166778,,,,
26,0,,0.556811555521563,42.5780973721994,42.0212858166778,,,,
27,1,"3_aRevClock_a5.tiff",2,44.5780973721994,42.5780973721994,,,,
28,0,,0.784801917034201,45.3628992892336,44.5780973721994,,,,
29,3,"EmptyImageryBox.tiff",3,48.3628992892336,45.3628992892336,,,,
30,4,"5_aRevClock_a6.tiff",3,51.3628992892336,48.3628992892336,2,"3_aRevClock_a5.tiff","TN","Is this the same ANGLE?"
31,0,,0.545720765483566,51.9086200547172,51.3628992892336,,,,
32,1,"2_aRevClock_a2.tiff",2,53.9086200547172,51.9086200547172,,,,
33,0,,0.88693841570057,54.7955584704177,53.9086200547172,,,,
34,1,"7_aClock_a1.tiff",2,56.7955584704177,54.7955584704177,,,,
35,0,,0.694145009620115,57.4897034800379,56.7955584704177,,,,
36,3,"EmptyImageryBox.tiff",3,60.4897034800379,57.4897034800379,,,,
37,5,"7_aRevClock_a1.tiff",3,63.4897034800379,60.4897034800379,2,"7_aClock_a1.tiff","FP","Is this the same IMAGE?"
38,0,,0.779711957788095,64.269415437826,63.4897034800379,,,,
39,1,"4_aRevClock_a1.tiff",2,66.269415437826,64.269415437826,,,,
40,0,,0.690027255448513,66.9594426932745,66.269415437826,,,,
41,1,"5_aRevClock_a3.tiff",2,68.9594426932745,66.9594426932745,,,,
42,0,,0.735186138888821,69.6946288321633,68.9594426932745,,,,
43,1,"9_aClock_a1.tiff",2,71.6946288321633,69.6946288321633,,,,
44,0,,0.586893929401413,72.2815227615647,71.6946288321633,,,,
45,3,"EmptyImageryBox.tiff",3,75.2815227615647,72.2815227615647,,,,
46,5,"9_aClock_a1.tiff",3,78.2815227615647,75.2815227615647,1,"9_aClock_a1.tiff","TP","Is this the same IMAGE?"
47,0,,0.509555865079165,78.7910786266439,78.2815227615647,,,,
